conversation_id,agent_name,agent_domain,department_industry,query_type,conversation_date,resolution_time_sec,resolution_status,escalated,customer_satisfaction,tokens_used,cost_per_conversation_usd,response_consistency_score,repetitive_response_flag
CONV006349,ITHelpDesk-AI,IT Helpdesk,Banking,Software Bug,2025-01-06 23:22:00,184.9,Resolved,No,3.8,707,0.0553,91.2,No
CONV003680,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Compliance Query,2025-01-06 23:47:00,119.5,Resolved,No,4.0,196,0.0341,88.6,No
CONV004698,OmniAssist-2,Customer Support,EdTech,Product Complaint,2025-01-07 00:40:00,34.9,Resolved,No,3.5,908,0.0396,88.3,No
CONV007821,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Policy Lookup,2025-01-07 03:48:00,179.8,Resolved,No,4.5,337,0.0349,86.8,No
CONV009886,IT-Legacy-Bot,IT Helpdesk,Telecom,Hardware Request,2025-01-07 03:52:00,43.7,Escalated,Yes,2.4,302,0.0298,79.1,No
CONV004140,SchedulerBot,Appointment Scheduling,Retail,Reschedule,2025-01-07 03:59:00,51.8,Resolved,No,4.0,407,0.0296,99.6,No
CONV003047,IT-Legacy-Bot,IT Helpdesk,Healthcare,Password Reset,2025-01-07 04:02:00,286.7,Resolved,No,3.5,1283,0.071,72.0,No
CONV003754,KnowledgeFinder-X,Internal Knowledge Search,Retail,Compliance Query,2025-01-07 04:47:00,136.8,Resolved,No,4.6,818,0.035,98.7,No
CONV003006,OmniAssist-2,Customer Support,Telecom,Product Complaint,2025-01-07 06:44:00,109.0,Pending,No,4.2,309,0.0324,84.6,No
CONV000479,IT-Legacy-Bot,IT Helpdesk,Retail,Network Issue,2025-01-07 07:02:00,36.3,Resolved,No,2.9,458,0.0399,68.6,No
CONV007058,KnowledgeFinder-Lite,Internal Knowledge Search,Telecom,Compliance Query,2025-01-07 10:13:00,183.4,Resolved,No,4.2,673,0.039,67.2,No
CONV005158,IT-Legacy-Bot,IT Helpdesk,Retail,Password Reset,2025-01-07 14:35:00,73.2,Resolved,No,3.6,680,0.0413,80.5,No
CONV000113,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Document Search,2025-01-07 18:18:00,44.3,Resolved,No,4.6,646,0.0358,93.2,No
CONV004968,SupportBot-v3,Customer Support,E-commerce,Refund Request,2025-01-07 18:26:00,127.4,Resolved,No,3.6,704,0.0467,80.4,No
CONV001577,SalesAssist-Pro,Sales Assistance,Banking,Pricing Question,2025-01-07 18:53:00,76.6,Resolved,No,4.7,364,0.0365,93.2,No
CONV002324,SupportBot-v4,Customer Support,Logistics,General Inquiry,2025-01-07 18:57:00,23.6,Resolved,No,5.0,111,0.0302,100.0,No
CONV001909,HRQueryBot,HR Queries,E-commerce,Benefits Query,2025-01-07 19:17:00,66.5,Resolved,No,3.6,329,0.0372,89.4,No
CONV004992,OmniAssist-2,Customer Support,Healthcare,Refund Request,2025-01-07 21:11:00,120.8,Resolved,No,4.3,185,0.0325,86.3,No
CONV003344,SchedulerBot,Appointment Scheduling,Logistics,Book Appointment,2025-01-07 21:20:00,132.9,Pending,No,4.3,400,0.0251,98.1,No
CONV009647,SalesAssist-Pro,Sales Assistance,E-commerce,Upsell Opportunity,2025-01-07 21:33:00,110.3,Escalated,Yes,2.9,217,0.017,90.6,No
CONV007690,SalesAssist-Pro,Sales Assistance,EdTech,Product Recommendation,2025-01-07 22:11:00,55.8,Resolved,No,4.3,377,0.0292,87.5,No
CONV006387,HRQueryBot,HR Queries,Banking,Policy Clarification,2025-01-07 22:20:00,95.2,Resolved,No,4.8,292,0.0256,90.7,No
CONV009767,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Document Search,2025-01-08 01:57:00,22.7,Resolved,No,4.4,317,0.0227,97.9,No
CONV009908,SupportBot-v3,Customer Support,Logistics,Product Complaint,2025-01-08 02:10:00,38.6,Resolved,No,4.3,1306,0.06,80.4,No
CONV006159,SalesAssist-Lite,Sales Assistance,Telecom,Discount Inquiry,2025-01-08 03:37:00,290.1,Resolved,No,3.6,983,0.0512,84.1,No
CONV005298,HRQueryBot,HR Queries,Manufacturing,Onboarding Help,2025-01-08 04:50:00,164.2,Resolved,No,3.9,368,0.0319,93.4,No
CONV001823,SalesAssist-Lite,Sales Assistance,Healthcare,Pricing Question,2025-01-08 05:07:00,106.4,Resolved,No,3.5,384,0.0297,75.1,No
CONV001893,SupportBot-v4,Customer Support,Telecom,Delivery Delay,2025-01-08 06:17:00,56.6,Resolved,No,5.0,931,0.0457,94.3,No
CONV005712,IT-Legacy-Bot,IT Helpdesk,Logistics,Software Bug,2025-01-08 08:06:00,30.4,Resolved,No,3.3,1947,0.1015,74.7,No
CONV003376,KnowledgeFinder-X,Internal Knowledge Search,Logistics,Compliance Query,2025-01-08 08:06:00,80.3,Escalated,Yes,3.9,407,0.0268,90.8,No
CONV000467,SchedulerBot,Appointment Scheduling,Retail,Book Appointment,2025-01-08 08:13:00,131.3,Resolved,No,5.0,346,0.0224,98.6,No
CONV000856,SalesAssist-Pro,Sales Assistance,Telecom,Pricing Question,2025-01-08 08:26:00,30.0,Resolved,No,4.8,414,0.0331,89.4,No
CONV003815,SupportBot-v4,Customer Support,Manufacturing,Delivery Delay,2025-01-08 09:38:00,193.3,Resolved,No,4.9,448,0.0271,98.9,No
CONV007840,HRQueryBot,HR Queries,E-commerce,Leave Balance,2025-01-08 10:03:00,16.6,Escalated,Yes,2.8,185,0.0193,90.3,No
CONV000588,SupportBot-v4,Customer Support,Telecom,Delivery Delay,2025-01-08 10:48:00,168.8,Resolved,No,4.5,655,0.0456,93.5,No
CONV001375,KnowledgeFinder-X,Internal Knowledge Search,Retail,Policy Lookup,2025-01-08 10:52:00,95.9,Resolved,No,4.1,327,0.0245,90.0,No
CONV009208,SalesAssist-Pro,Sales Assistance,E-commerce,Lead Qualification,2025-01-08 11:33:00,185.1,Resolved,No,4.6,733,0.0334,95.0,No
CONV002087,SupportBot-v3,Customer Support,Healthcare,Delivery Delay,2025-01-08 11:57:00,68.3,Resolved,No,3.8,587,0.0401,81.3,No
CONV001379,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Policy Lookup,2025-01-08 12:41:00,85.5,Resolved,No,4.1,504,0.0413,100.0,No
CONV006256,SalesAssist-Pro,Sales Assistance,E-commerce,Discount Inquiry,2025-01-08 14:04:00,57.6,Resolved,No,4.9,433,0.0419,90.4,No
CONV007954,OmniAssist-2,Customer Support,Telecom,Product Complaint,2025-01-08 15:37:00,193.9,Resolved,No,4.2,417,0.0234,76.2,No
CONV003058,SupportBot-v3,Customer Support,Banking,Refund Request,2025-01-08 16:03:00,183.8,Resolved,No,3.6,392,0.0273,92.9,No
CONV007285,HR-FAQ-Agent,HR Queries,Manufacturing,Benefits Query,2025-01-08 16:26:00,167.5,Resolved,No,3.2,747,0.0496,98.2,No
CONV007104,OmniAssist-2,Customer Support,Telecom,Refund Request,2025-01-08 16:48:00,151.6,Resolved,No,4.5,647,0.0289,95.9,No
CONV004864,HR-FAQ-Agent,HR Queries,Telecom,Payroll Question,2025-01-08 17:02:00,131.5,Resolved,No,4.6,221,0.0355,79.0,No
CONV005792,SchedulerBot,Appointment Scheduling,Telecom,Book Appointment,2025-01-08 17:33:00,61.9,Resolved,No,4.6,333,0.0232,87.5,No
CONV006562,SchedulerBot,Appointment Scheduling,Telecom,Availability Check,2025-01-08 18:32:00,81.9,Resolved,No,5.0,101,0.0221,88.9,No
CONV007206,OmniAssist-2,Customer Support,Healthcare,Delivery Delay,2025-01-08 18:37:00,62.0,Resolved,No,4.6,321,0.0364,82.1,No
CONV007469,SalesAssist-Pro,Sales Assistance,Banking,Lead Qualification,2025-01-08 21:12:00,15.0,Resolved,No,4.6,518,0.0327,86.5,No
CONV008310,SalesAssist-Pro,Sales Assistance,Telecom,Upsell Opportunity,2025-01-08 21:24:00,129.1,Resolved,No,4.8,367,0.0288,82.4,No
CONV001781,HR-FAQ-Agent,HR Queries,Retail,Onboarding Help,2025-01-08 23:15:00,197.0,Pending,No,4.3,606,0.0469,95.6,No
CONV008730,KnowledgeFinder-X,Internal Knowledge Search,Banking,Document Search,2025-01-08 23:20:00,84.5,Resolved,No,4.9,347,0.0389,84.4,No
CONV001869,HR-FAQ-Agent,HR Queries,Retail,Policy Clarification,2025-01-08 23:53:00,43.6,Escalated,Yes,2.8,330,0.0328,83.0,No
CONV007721,SalesAssist-Pro,Sales Assistance,Healthcare,Discount Inquiry,2025-01-09 00:10:00,200.1,Resolved,No,4.1,523,0.0349,91.9,No
CONV003443,SalesAssist-Pro,Sales Assistance,Manufacturing,Pricing Question,2025-01-09 00:18:00,58.8,Pending,No,3.9,301,0.0303,100.0,No
CONV000376,SchedulerBot,Appointment Scheduling,Logistics,Book Appointment,2025-01-09 00:34:00,50.3,Resolved,No,4.6,481,0.0291,86.6,No
CONV009258,IT-Legacy-Bot,IT Helpdesk,Retail,Network Issue,2025-01-09 00:43:00,133.5,Pending,No,4.0,206,0.0379,88.4,No
CONV001673,SupportBot-v3,Customer Support,Retail,Delivery Delay,2025-01-09 02:30:00,81.8,Resolved,No,3.4,401,0.0421,82.9,Yes
CONV003676,ITHelpDesk-AI,IT Helpdesk,Retail,Password Reset,2025-01-09 07:39:00,113.3,Resolved,No,3.1,1089,0.0652,85.9,Yes
CONV009819,HRQueryBot,HR Queries,Banking,Leave Balance,2025-01-09 08:15:00,138.2,Resolved,No,4.2,272,0.0236,90.5,No
CONV007960,SupportBot-v4,Customer Support,EdTech,Refund Request,2025-01-09 08:30:00,102.1,Resolved,No,4.8,273,0.0197,95.3,No
CONV002079,OmniAssist-2,Customer Support,EdTech,Order Issue,2025-01-09 08:46:00,81.9,Resolved,No,3.8,235,0.0276,80.0,No
CONV008581,OmniAssist-2,Customer Support,Retail,Order Issue,2025-01-09 09:46:00,83.3,Resolved,No,4.2,404,0.0255,87.5,No
CONV001624,SupportBot-v3,Customer Support,Manufacturing,Order Issue,2025-01-09 09:57:00,85.6,Resolved,No,4.3,657,0.0488,92.1,No
CONV005310,SupportBot-v4,Customer Support,Manufacturing,Product Complaint,2025-01-09 10:39:00,30.6,Resolved,No,4.3,334,0.0255,85.9,No
CONV002269,SalesAssist-Pro,Sales Assistance,Healthcare,Lead Qualification,2025-01-09 12:30:00,18.6,Resolved,No,4.7,81,0.0156,90.7,No
CONV003220,HR-FAQ-Agent,HR Queries,Manufacturing,Payroll Question,2025-01-09 13:05:00,96.3,Resolved,No,4.1,551,0.0404,93.0,No
CONV009131,SupportBot-v4,Customer Support,Logistics,General Inquiry,2025-01-09 14:06:00,99.1,Resolved,No,4.9,647,0.0343,95.9,No
CONV004437,ITHelpDesk-AI,IT Helpdesk,Manufacturing,Access Request,2025-01-09 16:41:00,184.6,Escalated,Yes,2.7,1077,0.0693,87.4,No
CONV008173,SalesAssist-Lite,Sales Assistance,E-commerce,Upsell Opportunity,2025-01-09 17:39:00,164.4,Resolved,No,3.1,310,0.0224,83.8,No
CONV003326,SupportBot-v3,Customer Support,Logistics,Product Complaint,2025-01-09 17:57:00,50.2,Resolved,No,3.9,648,0.0377,90.0,No
CONV002596,SalesAssist-Lite,Sales Assistance,Manufacturing,Upsell Opportunity,2025-01-09 19:49:00,53.8,Resolved,No,3.4,413,0.0253,76.7,No
CONV008070,SchedulerBot,Appointment Scheduling,EdTech,Reschedule,2025-01-09 21:10:00,141.9,Resolved,No,5.0,80,0.0238,86.3,No
CONV008689,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Policy Lookup,2025-01-09 21:22:00,33.4,Resolved,No,5.0,384,0.0264,92.2,No
CONV002646,SupportBot-v4,Customer Support,E-commerce,Product Complaint,2025-01-09 22:28:00,156.2,Resolved,No,4.7,238,0.0339,95.8,No
CONV009860,ITHelpDesk-AI,IT Helpdesk,EdTech,Access Request,2025-01-09 23:09:00,86.8,Pending,No,3.6,445,0.0386,76.1,No
CONV005787,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Policy Lookup,2025-01-10 00:38:00,213.0,Resolved,No,3.0,158,0.0169,76.0,Yes
CONV008772,SupportBot-v4,Customer Support,Logistics,Order Issue,2025-01-10 03:33:00,25.8,Escalated,Yes,3.1,825,0.0427,73.9,Yes
CONV000777,SalesAssist-Lite,Sales Assistance,Logistics,Discount Inquiry,2025-01-10 04:03:00,139.7,Resolved,No,3.6,443,0.0306,80.4,No
CONV008833,SalesAssist-Pro,Sales Assistance,Banking,Upsell Opportunity,2025-01-10 06:04:00,74.5,Pending,No,3.9,364,0.025,89.4,No
CONV000895,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Process Question,2025-01-10 06:36:00,125.2,Resolved,No,4.1,226,0.0218,82.2,No
CONV005347,SchedulerBot,Appointment Scheduling,E-commerce,Availability Check,2025-01-10 07:25:00,76.7,Resolved,No,3.9,121,0.0268,93.0,No
CONV009864,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Policy Lookup,2025-01-10 09:23:00,165.2,Resolved,No,4.5,247,0.0318,98.6,No
CONV002243,OmniAssist-2,Customer Support,Retail,Delivery Delay,2025-01-10 09:24:00,60.0,Resolved,No,3.9,611,0.0328,91.2,No
CONV000839,HRQueryBot,HR Queries,Manufacturing,Benefits Query,2025-01-10 09:55:00,213.0,Resolved,No,4.0,393,0.0386,78.8,No
CONV004660,KnowledgeFinder-X,Internal Knowledge Search,Retail,Document Search,2025-01-10 10:05:00,15.0,Resolved,No,4.1,254,0.0276,92.4,No
CONV009632,KnowledgeFinder-Lite,Internal Knowledge Search,Retail,Document Search,2025-01-10 11:12:00,66.9,Resolved,No,3.7,903,0.0444,86.4,No
CONV003474,OmniAssist-2,Customer Support,E-commerce,General Inquiry,2025-01-10 11:54:00,135.5,Resolved,No,3.6,375,0.0232,86.0,No
CONV006611,SupportBot-v4,Customer Support,Logistics,General Inquiry,2025-01-10 12:08:00,58.2,Resolved,No,4.3,372,0.0247,100.0,No
CONV002488,SupportBot-v3,Customer Support,Retail,General Inquiry,2025-01-10 13:37:00,82.3,Resolved,No,4.4,786,0.054,88.0,No
CONV004557,HR-FAQ-Agent,HR Queries,Logistics,Benefits Query,2025-01-10 14:06:00,109.9,Resolved,No,3.7,811,0.043,80.5,No
CONV009722,HRQueryBot,HR Queries,Telecom,Policy Clarification,2025-01-10 14:23:00,171.5,Resolved,No,4.5,578,0.0271,84.7,No
CONV006826,SalesAssist-Lite,Sales Assistance,E-commerce,Product Recommendation,2025-01-10 14:24:00,246.0,Escalated,Yes,2.0,350,0.023,79.9,No
CONV009688,HRQueryBot,HR Queries,Healthcare,Benefits Query,2025-01-10 15:27:00,62.0,Pending,No,4.3,140,0.0258,86.0,No
CONV001777,HR-FAQ-Agent,HR Queries,EdTech,Payroll Question,2025-01-10 17:30:00,18.4,Resolved,No,3.6,208,0.0203,82.5,No
CONV006752,SalesAssist-Lite,Sales Assistance,EdTech,Product Recommendation,2025-01-10 18:04:00,212.5,Resolved,No,3.6,974,0.0509,87.6,No
CONV008529,HR-FAQ-Agent,HR Queries,EdTech,Onboarding Help,2025-01-10 18:07:00,138.5,Resolved,No,3.5,275,0.0282,98.1,No
CONV001385,OmniAssist-2,Customer Support,Logistics,Product Complaint,2025-01-10 19:58:00,58.0,Resolved,No,4.4,127,0.0234,90.7,No
CONV009197,IT-Legacy-Bot,IT Helpdesk,E-commerce,Hardware Request,2025-01-10 21:00:00,260.9,Resolved,No,3.5,163,0.0242,82.8,No
CONV004553,KnowledgeFinder-Lite,Internal Knowledge Search,Manufacturing,Process Question,2025-01-10 21:47:00,82.2,Resolved,No,3.6,976,0.0512,71.6,No
CONV006786,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Policy Lookup,2025-01-10 22:05:00,120.0,Pending,No,4.2,253,0.0183,79.1,No
CONV003604,SalesAssist-Pro,Sales Assistance,E-commerce,Upsell Opportunity,2025-01-10 22:14:00,25.6,Resolved,No,4.4,252,0.0346,94.6,No
CONV003243,SalesAssist-Pro,Sales Assistance,Banking,Pricing Question,2025-01-11 01:14:00,160.3,Resolved,No,5.0,339,0.0249,87.6,Yes
CONV005852,SalesAssist-Pro,Sales Assistance,Telecom,Lead Qualification,2025-01-11 02:06:00,61.8,Resolved,No,4.2,639,0.0328,95.1,No
CONV008248,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Policy Lookup,2025-01-11 02:18:00,110.2,Resolved,No,5.0,613,0.0381,83.4,No
CONV002547,IT-Legacy-Bot,IT Helpdesk,E-commerce,Software Bug,2025-01-11 02:36:00,138.7,Resolved,No,4.0,449,0.0386,79.7,Yes
CONV007508,OmniAssist-2,Customer Support,Retail,Order Issue,2025-01-11 02:36:00,179.0,Resolved,No,4.2,86,0.0163,88.2,No
CONV009816,SalesAssist-Pro,Sales Assistance,Retail,Discount Inquiry,2025-01-11 03:10:00,108.5,Resolved,No,4.7,128,0.0137,100.0,No
CONV001552,HR-FAQ-Agent,HR Queries,Banking,Onboarding Help,2025-01-11 03:52:00,30.6,Resolved,No,4.3,856,0.0383,78.6,Yes
CONV006545,HR-FAQ-Agent,HR Queries,Healthcare,Policy Clarification,2025-01-11 04:18:00,208.5,Resolved,No,4.2,618,0.0325,93.8,No
CONV005071,KnowledgeFinder-X,Internal Knowledge Search,Manufacturing,Document Search,2025-01-11 04:40:00,63.9,Resolved,No,4.4,257,0.0226,93.9,No
CONV003215,SupportBot-v3,Customer Support,Retail,Product Complaint,2025-01-11 05:00:00,146.7,Resolved,No,3.8,443,0.0383,89.6,Yes
CONV005406,SupportBot-v3,Customer Support,Retail,Order Issue,2025-01-11 05:40:00,139.7,Resolved,No,4.8,316,0.0352,85.1,No
CONV008688,SupportBot-v4,Customer Support,Healthcare,Refund Request,2025-01-11 06:41:00,54.6,Resolved,No,4.7,359,0.0211,92.3,No
CONV009394,SalesAssist-Pro,Sales Assistance,Banking,Lead Qualification,2025-01-11 06:57:00,176.9,Resolved,No,4.1,569,0.0297,91.7,No
CONV002603,SalesAssist-Lite,Sales Assistance,EdTech,Discount Inquiry,2025-01-11 07:56:00,90.6,Resolved,No,2.9,823,0.0545,82.5,Yes
CONV006829,SalesAssist-Lite,Sales Assistance,Healthcare,Product Recommendation,2025-01-11 08:04:00,141.1,Resolved,No,3.2,293,0.0204,73.6,No
CONV005682,SupportBot-v3,Customer Support,Telecom,Order Issue,2025-01-11 08:12:00,115.6,Resolved,No,3.4,1310,0.0651,93.4,No
CONV001282,SchedulerBot,Appointment Scheduling,Logistics,Reschedule,2025-01-11 08:43:00,61.7,Resolved,No,5.0,468,0.021,95.8,No
CONV009605,SupportBot-v3,Customer Support,EdTech,Refund Request,2025-01-11 09:10:00,60.8,Resolved,No,3.6,625,0.0466,87.4,No
CONV006274,KnowledgeFinder-X,Internal Knowledge Search,Retail,Document Search,2025-01-11 10:03:00,41.5,Resolved,No,4.5,718,0.0433,85.3,No
CONV009483,SalesAssist-Pro,Sales Assistance,Telecom,Product Recommendation,2025-01-11 10:17:00,15.0,Resolved,No,4.3,438,0.0255,89.0,No
CONV000555,KnowledgeFinder-X,Internal Knowledge Search,E-commerce,Compliance Query,2025-01-11 10:52:00,116.0,Resolved,No,3.9,333,0.0278,79.8,No
CONV009834,IT-Legacy-Bot,IT Helpdesk,EdTech,Software Bug,2025-01-11 11:25:00,151.0,Escalated,Yes,3.0,964,0.053,88.4,No
CONV009537,SupportBot-v3,Customer Support,E-commerce,General Inquiry,2025-01-11 11:48:00,30.6,Pending,No,3.7,307,0.023,90.7,No
CONV001861,SalesAssist-Pro,Sales Assistance,Retail,Lead Qualification,2025-01-11 12:05:00,166.2,Escalated,Yes,3.4,195,0.0195,100.0,No
CONV004838,SalesAssist-Pro,Sales Assistance,Healthcare,Product Recommendation,2025-01-11 13:13:00,52.9,Resolved,No,4.2,146,0.0241,91.1,No
CONV009462,ITHelpDesk-AI,IT Helpdesk,EdTech,Hardware Request,2025-01-11 14:20:00,210.6,Resolved,No,3.7,219,0.0271,71.2,Yes
CONV002411,HR-FAQ-Agent,HR Queries,Manufacturing,Policy Clarification,2025-01-11 15:27:00,123.8,Resolved,No,3.8,262,0.0238,80.6,No
CONV008877,SalesAssist-Lite,Sales Assistance,Healthcare,Pricing Question,2025-01-11 15:34:00,276.4,Resolved,No,3.3,466,0.0262,68.9,No
CONV006806,SalesAssist-Pro,Sales Assistance,Logistics,Product Recommendation,2025-01-11 16:04:00,116.9,Resolved,No,4.9,325,0.0341,85.0,No
CONV001865,SalesAssist-Pro,Sales Assistance,Retail,Pricing Question,2025-01-11 16:06:00,96.9,Resolved,No,4.8,796,0.0438,92.0,Yes
CONV009664,OmniAssist-2,Customer Support,Manufacturing,General Inquiry,2025-01-11 16:09:00,86.9,Resolved,No,4.3,80,0.0235,89.9,No
CONV003740,SupportBot-v4,Customer Support,Logistics,Refund Request,2025-01-11 16:58:00,70.3,Resolved,No,4.6,303,0.0226,100.0,No
CONV007680,ITHelpDesk-AI,IT Helpdesk,Banking,Password Reset,2025-01-11 17:17:00,38.0,Resolved,No,3.6,1170,0.0666,79.1,No
CONV007016,SupportBot-v4,Customer Support,Manufacturing,Order Issue,2025-01-11 20:25:00,144.7,Pending,No,4.6,106,0.0323,95.5,No
CONV003371,SchedulerBot,Appointment Scheduling,E-commerce,Availability Check,2025-01-11 20:27:00,15.0,Resolved,No,4.4,518,0.0361,98.7,Yes
CONV004530,IT-Legacy-Bot,IT Helpdesk,Telecom,Network Issue,2025-01-11 21:31:00,315.5,Escalated,Yes,2.3,80,0.0194,71.5,No
CONV005557,SupportBot-v3,Customer Support,Logistics,Product Complaint,2025-01-11 21:31:00,59.4,Escalated,Yes,2.8,80,0.0183,75.4,No
CONV009056,KnowledgeFinder-Lite,Internal Knowledge Search,Healthcare,Policy Lookup,2025-01-12 00:50:00,59.9,Resolved,No,4.1,687,0.0441,84.7,Yes
CONV007734,SupportBot-v4,Customer Support,Logistics,Product Complaint,2025-01-12 02:22:00,88.2,Resolved,No,4.7,281,0.0298,89.7,No
CONV001199,KnowledgeFinder-X,Internal Knowledge Search,Healthcare,Compliance Query,2025-01-12 03:10:00,184.5,Resolved,No,4.1,187,0.031,92.8,No
CONV003876,KnowledgeFinder-X,Internal Knowledge Search,EdTech,Compliance Query,2025-01-12 04:01:00,34.8,Resolved,No,4.7,1068,0.0454,89.2,No
CONV000761,SupportBot-v3,Customer Support,EdTech,General Inquiry,2025-01-12 04:46:00,93.9,Resolved,No,3.9,340,0.0334,80.2,No
CONV003558,SchedulerBot,Appointment Scheduling,EdTech,Cancellation,2025-01-12 05:02:00,38.9,Resolved,No,3.9,332,0.0329,92.6,No
CONV004080,SchedulerBot,Appointment Scheduling,Retail,Book Appointment,2025-01-12 05:45:00,81.4,Resolved,No,4.9,581,0.0402,89.2,No
CONV003406,SchedulerBot,Appointment Scheduling,Healthcare,Availability Check,2025-01-12 06:43:00,41.0,Resolved,No,4.2,440,0.0244,100.0,Yes
CONV004574,ITHelpDesk-AI,IT Helpdesk,E-commerce,Password Reset,2025-01-12 06:45:00,51.0,Resolved,No,4.2,784,0.0417,85.8,No
CONV006796,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Document Search,2025-01-12 07:26:00,247.2,Resolved,No,3.5,309,0.0284,87.9,No
CONV005752,HRQueryBot,HR Queries,Banking,Onboarding Help,2025-01-12 08:01:00,83.2,Resolved,No,4.4,155,0.0156,82.2,No
CONV008934,SupportBot-v3,Customer Support,Retail,Delivery Delay,2025-01-12 09:07:00,147.3,Resolved,No,3.8,422,0.035,90.0,No
CONV001871,SupportBot-v3,Customer Support,Manufacturing,Product Complaint,2025-01-12 09:17:00,103.6,Resolved,No,3.6,958,0.048,85.3,Yes
CONV005971,SupportBot-v4,Customer Support,Telecom,Product Complaint,2025-01-12 09:43:00,15.0,Resolved,No,4.6,339,0.019,89.2,No
CONV008818,SupportBot-v3,Customer Support,Telecom,Delivery Delay,2025-01-12 10:12:00,32.3,Resolved,No,3.7,835,0.0465,86.7,Yes
CONV005136,HRQueryBot,HR Queries,Healthcare,Leave Balance,2025-01-12 10:21:00,286.4,Resolved,No,4.4,95,0.0267,95.1,No
CONV007894,SupportBot-v3,Customer Support,Retail,Product Complaint,2025-01-12 11:41:00,39.5,Resolved,No,4.1,1337,0.0633,86.2,No
CONV004047,SupportBot-v3,Customer Support,Telecom,Delivery Delay,2025-01-12 12:14:00,266.0,Escalated,Yes,2.7,210,0.0325,80.0,Yes
CONV006384,HRQueryBot,HR Queries,Healthcare,Payroll Question,2025-01-12 15:09:00,96.2,Resolved,No,4.6,485,0.0272,86.1,No
CONV004420,SchedulerBot,Appointment Scheduling,E-commerce,Book Appointment,2025-01-12 15:26:00,98.1,Resolved,No,4.7,801,0.0458,86.5,No
CONV006314,SchedulerBot,Appointment Scheduling,EdTech,Cancellation,2025-01-12 15:52:00,52.0,Pending,No,5.0,542,0.0247,97.4,No
CONV004870,SchedulerBot,Appointment Scheduling,Banking,Book Appointment,2025-01-12 17:18:00,51.4,Resolved,No,5.0,626,0.0311,97.4,No
CONV002654,SupportBot-v3,Customer Support,EdTech,Order Issue,2025-01-12 17:30:00,15.0,Resolved,No,3.8,280,0.0317,71.2,No
CONV005087,OmniAssist-2,Customer Support,Telecom,General Inquiry,2025-01-12 18:16:00,88.9,Resolved,No,5.0,390,0.0315,86.5,Yes
CONV000594,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Document Search,2025-01-12 18:32:00,149.9,Escalated,Yes,2.7,364,0.0381,93.4,No
CONV009065,KnowledgeFinder-Lite,Internal Knowledge Search,EdTech,Compliance Query,2025-01-12 18:37:00,74.1,Pending,No,3.7,879,0.0481,88.0,No
CONV001347,ITHelpDesk-AI,IT Helpdesk,E-commerce,Access Request,2025-01-12 18:50:00,131.7,Resolved,No,3.6,601,0.0421,84.1,Yes
CONV002608,SupportBot-v3,Customer Support,E-commerce,Refund Request,2025-01-12 21:05:00,242.6,Resolved,No,3.2,322,0.0308,94.5,No
CONV004250,IT-Legacy-Bot,IT Helpdesk,E-commerce,Password Reset,2025-01-12 21:11:00,264.8,Pending,No,3.0,570,0.0474,85.0,No
CONV009890,KnowledgeFinder-X,Internal Knowledge Search,Telecom,Process Question,2025-01-12 21:25:00,64.5,Resolved,No,4.7,122,0.0213,91.6,No
